,Nos.,order_id,Item,Price,City,Quantity,Bill Amount,State of Delivery,Year,product_ID
389,390,33,Product 470,167,Raipur,9,1503,Chattisgarh,2015, 470
390,391,33,Product 212,259,Raipur,5,1295,Chattisgarh,2015, 212
391,392,33,Product 341,294,Raipur,10,2940,Chattisgarh,2015, 341
392,393,33,Product 65,191,Raipur,9,1719,Chattisgarh,2015, 65
393,394,34,Product 80,245,Calicut,6,1470,Kerela,2015, 80
394,395,34,Product 206,85,Calicut,3,255,Kerela,2015, 206
395,396,34,Product 270,162,Calicut,7,1134,Kerela,2015, 270
396,397,34,Product 252,244,Calicut,2,488,Kerela,2015, 252
397,398,34,Product 136,288,Calicut,8,2304,Kerela,2015, 136
398,399,34,Product 372,91,Calicut,1,91,Kerela,2015, 372
399,400,34,Product 293,165,Calicut,2,330,Kerela,2015, 293
400,401,34,Product 247,111,Calicut,7,777,Kerela,2015, 247
401,402,34,Product 8,88,Calicut,7,616,Kerela,2015, 8
402,403,34,Product 363,266,Calicut,9,2394,Kerela,2015, 363
403,404,34,Product 54,201,Calicut,2,402,Kerela,2015, 54
404,405,34,Product 152,297,Calicut,1,297,Kerela,2015, 152
405,406,34,Product 85,94,Calicut,4,376,Kerela,2015, 85
406,407,34,Product 236,65,Calicut,2,130,Kerela,2015, 236
407,408,34,Product 131,85,Calicut,5,425,Kerela,2015, 131
408,409,35,Product 335,230,Goregaon East Mumbai,10,2300,Maharashtra,2015, 335
409,410,35,Product 49,207,Goregaon East Mumbai,3,621,Maharashtra,2015, 49
410,411,35,Product 33,90,Goregaon East Mumbai,7,630,Maharashtra,2015, 33
411,412,35,Product 91,57,Goregaon East Mumbai,6,342,Maharashtra,2015, 91
412,413,35,Product 74,162,Goregaon East Mumbai,8,1296,Maharashtra,2015, 74
413,414,35,Product 197,158,Goregaon East Mumbai,8,1264,Maharashtra,2015, 197
414,415,35,Product 474,123,Goregaon East Mumbai,7,861,Maharashtra,2015, 474
415,416,35,Product 270,162,Goregaon East Mumbai,8,1296,Maharashtra,2015, 270
416,417,35,Product 422,185,Goregaon East Mumbai,8,1480,Maharashtra,2015, 422
417,418,35,Product 104,202,Goregaon East Mumbai,5,1010,Maharashtra,2015, 104
418,419,35,Product 100,220,Goregaon East Mumbai,3,660,Maharashtra,2015, 100
419,420,35,Product 173,123,Goregaon East Mumbai,6,738,Maharashtra,2015, 173
420,421,35,Product 337,126,Goregaon East Mumbai,9,1134,Maharashtra,2015, 337
421,422,36,Product 279,89,Badlapur,5,445,Maharashtra,2015, 279
422,423,36,Product 442,185,Badlapur,9,1665,Maharashtra,2015, 442
423,424,36,Product 233,94,Badlapur,10,940,Maharashtra,2015, 233
424,425,36,Product 433,191,Badlapur,9,1719,Maharashtra,2015, 433
425,426,36,Product 203,289,Badlapur,10,2890,Maharashtra,2015, 203
426,427,36,Product 189,81,Badlapur,8,648,Maharashtra,2015, 189
427,428,36,Product 61,109,Badlapur,4,436,Maharashtra,2015, 61
428,429,36,Product 36,214,Badlapur,2,428,Maharashtra,2015, 36
429,430,36,Product 444,185,Badlapur,8,1480,Maharashtra,2015, 444
430,431,37,Product 478,249,Guntur,7,1743,Andhra Pradesh,2015, 478
431,432,37,Product 421,104,Guntur,6,624,Andhra Pradesh,2015, 421
432,433,37,Product 338,138,Guntur,2,276,Andhra Pradesh,2015, 338
433,434,37,Product 497,225,Guntur,2,450,Andhra Pradesh,2015, 497
434,435,37,Product 93,174,Guntur,2,348,Andhra Pradesh,2015, 93
435,436,37,Product 36,214,Guntur,6,1284,Andhra Pradesh,2015, 36
436,437,38,Product 239,170,Ahmedabad,10,1700,Gujarat,2015, 239
437,438,38,Product 22,86,Ahmedabad,10,860,Gujarat,2015, 22
438,439,38,Product 315,263,Ahmedabad,3,789,Gujarat,2015, 315
439,440,38,Product 446,97,Ahmedabad,7,679,Gujarat,2015, 446
440,441,38,Product 222,174,Ahmedabad,6,1044,Gujarat,2015, 222
441,442,38,Product 302,243,Ahmedabad,5,1215,Gujarat,2015, 302
442,443,38,Product 496,194,Ahmedabad,3,582,Gujarat,2015, 496
443,444,38,Product 182,259,Ahmedabad,7,1813,Gujarat,2015, 182
444,445,38,Product 335,230,Ahmedabad,3,690,Gujarat,2015, 335
445,446,38,Product 193,145,Ahmedabad,1,145,Gujarat,2015, 193
446,447,38,Product 365,289,Ahmedabad,1,289,Gujarat,2015, 365
447,448,38,Product 485,271,Ahmedabad,1,271,Gujarat,2015, 485
448,449,38,Product 2,263,Ahmedabad,10,2630,Gujarat,2015, 2
449,450,39,Product 306,235,Thane West,8,1880,Maharashtra,2015, 306
450,451,39,Product 107,114,Thane West,2,228,Maharashtra,2015, 107
451,452,39,Product 31,110,Thane West,4,440,Maharashtra,2015, 31
452,453,39,Product 442,185,Thane West,6,1110,Maharashtra,2015, 442
453,454,39,Product 41,192,Thane West,6,1152,Maharashtra,2015, 41
454,455,39,Product 49,207,Thane West,10,2070,Maharashtra,2015, 49
455,456,39,Product 381,282,Thane West,10,2820,Maharashtra,2015, 381
456,457,39,Product 236,65,Thane West,8,520,Maharashtra,2015, 236
457,458,39,Product 196,215,Thane West,10,2150,Maharashtra,2015, 196
458,459,40,Product 15,137,Bhopal,8,1096,Chattisgarh,2015, 15
459,460,40,Product 131,85,Bhopal,5,425,Chattisgarh,2015, 131
460,461,40,Product 127,179,Bhopal,4,716,Chattisgarh,2015, 127
461,462,40,Product 250,150,Bhopal,3,450,Chattisgarh,2015, 250
462,463,40,Product 485,271,Bhopal,3,813,Chattisgarh,2015, 485
463,464,40,Product 231,108,Bhopal,10,1080,Chattisgarh,2015, 231
464,465,40,Product 298,153,Bhopal,1,153,Chattisgarh,2015, 298
465,466,40,Product 359,154,Bhopal,6,924,Chattisgarh,2015, 359
466,467,40,Product 173,123,Bhopal,7,861,Chattisgarh,2015, 173
467,468,40,Product 32,192,Bhopal,5,960,Chattisgarh,2015, 32
468,469,41,Product 381,282,Lucknow,2,564,Uttar Pradesh,2015, 381
469,470,41,Product 368,236,Lucknow,1,236,Uttar Pradesh,2015, 368
470,471,41,Product 145,108,Lucknow,1,108,Uttar Pradesh,2015, 145
471,472,41,Product 35,50,Lucknow,7,350,Uttar Pradesh,2015, 35
472,473,41,Product 461,87,Lucknow,8,696,Uttar Pradesh,2015, 461
473,474,41,Product 174,51,Lucknow,6,306,Uttar Pradesh,2015, 174
474,475,41,Product 374,274,Lucknow,3,822,Uttar Pradesh,2015, 374
475,476,41,Product 36,214,Lucknow,9,1926,Uttar Pradesh,2015, 36
476,477,41,Product 344,119,Lucknow,7,833,Uttar Pradesh,2015, 344
477,478,42,Product 399,103,Vasai,9,927,Maharashtra,2015, 399
478,479,42,Product 200,155,Vasai,6,930,Maharashtra,2015, 200
479,480,42,Product 275,52,Vasai,9,468,Maharashtra,2015, 275
480,481,42,Product 167,232,Vasai,7,1624,Maharashtra,2015, 167
481,482,42,Product 460,76,Vasai,6,456,Maharashtra,2015, 460
482,483,42,Product 203,289,Vasai,1,289,Maharashtra,2015, 203
483,484,42,Product 80,245,Vasai,3,735,Maharashtra,2015, 80
484,485,42,Product 446,97,Vasai,10,970,Maharashtra,2015, 446
485,486,42,Product 93,174,Vasai,2,348,Maharashtra,2015, 93
486,487,42,Product 309,195,Vasai,4,780,Maharashtra,2015, 309
487,488,43,Product 67,55,Noida,2,110,Uttar Pradesh,2015, 67
488,489,43,Product 221,121,Noida,5,605,Uttar Pradesh,2015, 221
489,490,43,Product 166,79,Noida,8,632,Uttar Pradesh,2015, 166
490,491,43,Product 443,148,Noida,1,148,Uttar Pradesh,2015, 443
491,492,43,Product 313,163,Noida,5,815,Uttar Pradesh,2015, 313
492,493,43,Product 437,269,Noida,3,807,Uttar Pradesh,2015, 437
493,494,43,Product 84,190,Noida,6,1140,Uttar Pradesh,2015, 84
494,495,43,Product 16,199,Noida,4,796,Uttar Pradesh,2015, 16
495,496,43,Product 494,50,Noida,10,500,Uttar Pradesh,2015, 494
496,497,43,Product 125,65,Noida,4,260,Uttar Pradesh,2015, 125
497,498,43,Product 485,271,Noida,5,1355,Uttar Pradesh,2015, 485
498,499,43,Product 405,226,Noida,8,1808,Uttar Pradesh,2015, 405
499,500,44,Product 376,90,Noida,2,180,Uttar Pradesh,2015, 376
500,501,44,Product 107,114,Noida,9,1026,Uttar Pradesh,2015, 107
501,502,44,Product 258,90,Noida,4,360,Uttar Pradesh,2015, 258
502,503,44,Product 193,145,Noida,1,145,Uttar Pradesh,2015, 193
503,504,44,Product 352,228,Noida,6,1368,Uttar Pradesh,2015, 352
504,505,44,Product 52,295,Noida,7,2065,Uttar Pradesh,2015, 52
505,506,44,Product 147,243,Noida,9,2187,Uttar Pradesh,2015, 147
506,507,44,Product 477,71,Noida,4,284,Uttar Pradesh,2015, 477
507,508,44,Product 486,105,Noida,4,420,Uttar Pradesh,2015, 486
508,509,44,Product 221,121,Noida,8,968,Uttar Pradesh,2015, 221
509,510,44,Product 341,294,Noida,9,2646,Uttar Pradesh,2015, 341
510,511,44,Product 226,213,Noida,5,1065,Uttar Pradesh,2015, 226
511,512,45,Product 171,117,Balewadi,10,1170,Maharashtra,2015, 171
512,513,45,Product 369,218,Balewadi,7,1526,Maharashtra,2015, 369
513,514,45,Product 43,116,Balewadi,1,116,Maharashtra,2015, 43
514,515,45,Product 164,122,Balewadi,7,854,Maharashtra,2015, 164
515,516,45,Product 268,261,Balewadi,2,522,Maharashtra,2015, 268
516,517,45,Product 194,78,Balewadi,7,546,Maharashtra,2015, 194
517,518,45,Product 476,96,Balewadi,7,672,Maharashtra,2015, 476
518,519,45,Product 333,267,Balewadi,10,2670,Maharashtra,2015, 333
519,520,45,Product 303,220,Balewadi,2,440,Maharashtra,2015, 303
520,521,45,Product 475,273,Balewadi,8,2184,Maharashtra,2015, 475
521,522,45,Product 236,65,Balewadi,6,390,Maharashtra,2015, 236
522,523,45,Product 12,68,Balewadi,4,272,Maharashtra,2015, 12
523,524,46,Product 410,254,Dombivali ( West ),5,1270,Maharashtra,2015, 410
524,525,46,Product 249,135,Dombivali ( West ),6,810,Maharashtra,2015, 249
525,526,46,Product 490,224,Dombivali ( West ),1,224,Maharashtra,2015, 490
526,527,46,Product 284,75,Dombivali ( West ),2,150,Maharashtra,2015, 284
527,528,46,Product 424,68,Dombivali ( West ),5,340,Maharashtra,2015, 424
528,529,46,Product 460,76,Dombivali ( West ),3,228,Maharashtra,2015, 460
529,530,46,Product 412,121,Dombivali ( West ),7,847,Maharashtra,2015, 412
530,531,46,Product 154,145,Dombivali ( West ),2,290,Maharashtra,2015, 154
531,532,46,Product 388,242,Dombivali ( West ),10,2420,Maharashtra,2015, 388
532,533,46,Product 58,142,Dombivali ( West ),3,426,Maharashtra,2015, 58
533,534,46,Product 204,112,Dombivali ( West ),8,896,Maharashtra,2015, 204
534,535,46,Product 473,236,Dombivali ( West ),9,2124,Maharashtra,2015, 473
535,536,46,Product 486,105,Dombivali ( West ),4,420,Maharashtra,2015, 486
536,537,46,Product 17,185,Dombivali ( West ),9,1665,Maharashtra,2015, 17
537,538,46,Product 49,207,Dombivali ( West ),10,2070,Maharashtra,2015, 49
538,539,46,Product 173,123,Dombivali ( West ),3,369,Maharashtra,2015, 173
539,540,46,Product 411,233,Dombivali ( West ),9,2097,Maharashtra,2015, 411
540,541,47,Product 156,287,Maligaon,4,1148,Assam,2015, 156
541,542,47,Product 369,218,Maligaon,8,1744,Assam,2015, 369
542,543,47,Product 138,258,Maligaon,8,2064,Assam,2015, 138
543,544,47,Product 188,262,Maligaon,8,2096,Assam,2015, 188
544,545,47,Product 169,113,Maligaon,2,226,Assam,2015, 169
545,546,47,Product 106,166,Maligaon,1,166,Assam,2015, 106
546,547,47,Product 232,242,Maligaon,7,1694,Assam,2015, 232
547,548,47,Product 351,261,Maligaon,2,522,Assam,2015, 351
548,549,47,Product 270,162,Maligaon,1,162,Assam,2015, 270
549,550,47,Product 36,214,Maligaon,9,1926,Assam,2015, 36
550,551,47,Product 203,289,Maligaon,10,2890,Assam,2015, 203
551,552,48,Product 469,183,Mysore,1,183,Karnataka,2015, 469
552,553,48,Product 229,214,Mysore,5,1070,Karnataka,2015, 229
553,554,48,Product 332,210,Mysore,8,1680,Karnataka,2015, 332
554,555,48,Product 247,111,Mysore,7,777,Karnataka,2015, 247
555,556,48,Product 79,95,Mysore,5,475,Karnataka,2015, 79
556,557,48,Product 160,287,Mysore,5,1435,Karnataka,2015, 160
557,558,48,Product 111,231,Mysore,9,2079,Karnataka,2015, 111
558,559,48,Product 465,147,Mysore,8,1176,Karnataka,2015, 465
559,560,48,Product 72,219,Mysore,8,1752,Karnataka,2015, 72
560,561,48,Product 128,261,Mysore,8,2088,Karnataka,2015, 128
561,562,48,Product 116,199,Mysore,3,597,Karnataka,2015, 116
562,563,48,Product 178,163,Mysore,1,163,Karnataka,2015, 178
563,564,48,Product 21,298,Mysore,7,2086,Karnataka,2015, 21
564,565,48,Product 93,174,Mysore,6,1044,Karnataka,2015, 93
565,566,48,Product 431,256,Mysore,9,2304,Karnataka,2015, 431
566,567,49,Product 222,174,Vashi,4,696,Maharashtra,2015, 222
567,568,49,Product 386,127,Vashi,1,127,Maharashtra,2015, 386
568,569,49,Product 83,90,Vashi,8,720,Maharashtra,2015, 83
569,570,49,Product 418,275,Vashi,8,2200,Maharashtra,2015, 418
570,571,49,Product 86,274,Vashi,1,274,Maharashtra,2015, 86
571,572,49,Product 386,127,Vashi,6,762,Maharashtra,2015, 386
572,573,49,Product 216,242,Vashi,3,726,Maharashtra,2015, 216
573,574,49,Product 325,61,Vashi,10,610,Maharashtra,2015, 325
574,575,49,Product 395,179,Vashi,7,1253,Maharashtra,2015, 395
575,576,49,Product 415,293,Vashi,6,1758,Maharashtra,2015, 415
576,577,49,Product 369,218,Vashi,5,1090,Maharashtra,2015, 369
577,578,49,Product 485,271,Vashi,6,1626,Maharashtra,2015, 485
578,579,49,Product 377,119,Vashi,4,476,Maharashtra,2015, 377
579,580,50,Product 392,50,VADODARA,5,250,Gujarat,2015, 392
580,581,50,Product 17,185,VADODARA,6,1110,Gujarat,2015, 17
581,582,50,Product 485,271,VADODARA,9,2439,Gujarat,2015, 485
582,583,50,Product 220,94,VADODARA,2,188,Gujarat,2015, 220
583,584,50,Product 87,134,VADODARA,9,1206,Gujarat,2015, 87
584,585,50,Product 86,274,VADODARA,9,2466,Gujarat,2015, 86
585,586,50,Product 457,181,VADODARA,2,362,Gujarat,2015, 457
586,587,50,Product 374,274,VADODARA,4,1096,Gujarat,2015, 374
587,588,50,Product 345,135,VADODARA,1,135,Gujarat,2015, 345
588,589,50,Product 146,71,VADODARA,9,639,Gujarat,2015, 146
589,590,50,Product 70,90,VADODARA,6,540,Gujarat,2015, 70
590,591,50,Product 432,120,VADODARA,3,360,Gujarat,2015, 432
591,592,50,Product 204,112,VADODARA,7,784,Gujarat,2015, 204
592,593,50,Product 83,90,VADODARA,9,810,Gujarat,2015, 83
593,594,50,Product 236,65,VADODARA,6,390,Gujarat,2015, 236
594,595,50,Product 303,220,VADODARA,7,1540,Gujarat,2015, 303
595,596,51,Product 77,97,RATNAGIRI,2,194,Maharashtra,2015, 77
596,597,51,Product 206,85,RATNAGIRI,3,255,Maharashtra,2015, 206
597,598,51,Product 180,264,RATNAGIRI,2,528,Maharashtra,2015, 180
598,599,51,Product 178,163,RATNAGIRI,8,1304,Maharashtra,2015, 178
599,600,51,Product 250,150,RATNAGIRI,5,750,Maharashtra,2015, 250
600,601,51,Product 226,213,RATNAGIRI,9,1917,Maharashtra,2015, 226
601,602,51,Product 121,194,RATNAGIRI,1,194,Maharashtra,2015, 121
602,603,51,Product 313,163,RATNAGIRI,10,1630,Maharashtra,2015, 313
603,604,51,Product 480,69,RATNAGIRI,10,690,Maharashtra,2015, 480
604,605,51,Product 337,126,RATNAGIRI,10,1260,Maharashtra,2015, 337
605,606,51,Product 173,123,RATNAGIRI,4,492,Maharashtra,2015, 173
606,607,51,Product 93,174,RATNAGIRI,5,870,Maharashtra,2015, 93
607,608,52,Product 360,233,howrah,5,1165,West Bengal,2015, 360
608,609,52,Product 104,202,howrah,2,404,West Bengal,2015, 104
609,610,52,Product 102,283,howrah,2,566,West Bengal,2015, 102
610,611,52,Product 69,215,howrah,4,860,West Bengal,2015, 69
611,612,52,Product 100,220,howrah,8,1760,West Bengal,2015, 100
612,613,52,Product 428,218,howrah,10,2180,West Bengal,2015, 428
613,614,52,Product 160,287,howrah,2,574,West Bengal,2015, 160
614,615,52,Product 38,297,howrah,5,1485,West Bengal,2015, 38
615,616,52,Product 138,258,howrah,3,774,West Bengal,2015, 138
616,617,52,Product 36,214,howrah,8,1712,West Bengal,2015, 36
617,618,52,Product 245,199,howrah,8,1592,West Bengal,2015, 245
618,619,53,Product 378,98,Gandhidham,6,588,Tamil Nadu,2015, 378
619,620,53,Product 160,287,Gandhidham,8,2296,Tamil Nadu,2015, 160
620,621,53,Product 115,280,Gandhidham,1,280,Tamil Nadu,2015, 115
621,622,53,Product 408,228,Gandhidham,2,456,Tamil Nadu,2015, 408
622,623,53,Product 88,145,Gandhidham,6,870,Tamil Nadu,2015, 88
623,624,53,Product 179,270,Gandhidham,3,810,Tamil Nadu,2015, 179
624,625,53,Product 307,202,Gandhidham,6,1212,Tamil Nadu,2015, 307
625,626,53,Product 263,91,Gandhidham,4,364,Tamil Nadu,2015, 263
626,627,53,Product 317,178,Gandhidham,8,1424,Tamil Nadu,2015, 317
627,628,53,Product 486,105,Gandhidham,4,420,Tamil Nadu,2015, 486
628,629,53,Product 474,123,Gandhidham,4,492,Tamil Nadu,2015, 474
629,630,53,Product 93,174,Gandhidham,5,870,Tamil Nadu,2015, 93
630,631,53,Product 328,249,Gandhidham,2,498,Tamil Nadu,2015, 328
631,632,54,Product 25,91,KOLHAPUR,6,546,Maharashtra,2015, 25
632,633,54,Product 348,280,KOLHAPUR,6,1680,Maharashtra,2015, 348
633,634,54,Product 404,242,KOLHAPUR,2,484,Maharashtra,2015, 404
634,635,54,Product 135,214,KOLHAPUR,3,642,Maharashtra,2015, 135
635,636,54,Product 205,149,KOLHAPUR,6,894,Maharashtra,2015, 205
636,637,54,Product 256,260,KOLHAPUR,8,2080,Maharashtra,2015, 256
637,638,54,Product 82,185,KOLHAPUR,5,925,Maharashtra,2015, 82
638,639,54,Product 59,241,KOLHAPUR,4,964,Maharashtra,2015, 59
639,640,54,Product 112,108,KOLHAPUR,1,108,Maharashtra,2015, 112
640,641,54,Product 108,129,KOLHAPUR,9,1161,Maharashtra,2015, 108
641,642,54,Product 387,273,KOLHAPUR,4,1092,Maharashtra,2015, 387
642,643,54,Product 156,287,KOLHAPUR,3,861,Maharashtra,2015, 156
643,644,54,Product 271,277,KOLHAPUR,7,1939,Maharashtra,2015, 271
644,645,54,Product 254,57,KOLHAPUR,7,399,Maharashtra,2015, 254
645,646,54,Product 485,271,KOLHAPUR,6,1626,Maharashtra,2015, 485
646,647,54,Product 41,192,KOLHAPUR,2,384,Maharashtra,2015, 41
647,648,55,Product 307,202,Rahatani,8,1616,Maharashtra,2015, 307
648,649,55,Product 278,251,Rahatani,5,1255,Maharashtra,2015, 278
649,650,55,Product 207,197,Rahatani,10,1970,Maharashtra,2015, 207
650,651,55,Product 229,214,Rahatani,1,214,Maharashtra,2015, 229
651,652,55,Product 305,277,Rahatani,7,1939,Maharashtra,2015, 305
652,653,55,Product 263,91,Rahatani,7,637,Maharashtra,2015, 263
653,654,55,Product 454,267,Rahatani,1,267,Maharashtra,2015, 454
654,655,55,Product 235,299,Rahatani,9,2691,Maharashtra,2015, 235
655,656,55,Product 452,99,Rahatani,6,594,Maharashtra,2015, 452
656,657,55,Product 440,113,Rahatani,8,904,Maharashtra,2015, 440
657,658,55,Product 485,271,Rahatani,1,271,Maharashtra,2015, 485
658,659,55,Product 464,154,Rahatani,10,1540,Maharashtra,2015, 464
659,660,55,Product 485,271,Rahatani,6,1626,Maharashtra,2015, 485
660,661,55,Product 51,136,Rahatani,3,408,Maharashtra,2015, 51
661,662,55,Product 172,289,Rahatani,10,2890,Maharashtra,2015, 172
662,663,55,Product 280,73,Rahatani,10,730,Maharashtra,2015, 280
663,664,55,Product 341,294,Rahatani,7,2058,Maharashtra,2015, 341
664,665,55,Product 89,206,Rahatani,3,618,Maharashtra,2015, 89
665,666,56,Product 335,230,Wakad road,6,1380,Maharashtra,2015, 335
666,667,56,Product 450,69,Wakad road,1,69,Maharashtra,2015, 450
667,668,56,Product 500,251,Wakad road,6,1506,Maharashtra,2015, 500
668,669,56,Product 49,207,Wakad road,10,2070,Maharashtra,2015, 49
669,670,56,Product 413,252,Wakad road,5,1260,Maharashtra,2015, 413
670,671,56,Product 206,85,Wakad road,9,765,Maharashtra,2015, 206
671,672,56,Product 460,76,Wakad road,4,304,Maharashtra,2015, 460
672,673,56,Product 162,266,Wakad road,6,1596,Maharashtra,2015, 162
673,674,56,Product 486,105,Wakad road,8,840,Maharashtra,2015, 486
674,675,56,Product 30,204,Wakad road,7,1428,Maharashtra,2015, 30
675,676,56,Product 387,273,Wakad road,9,2457,Maharashtra,2015, 387
676,677,56,Product 100,220,Wakad road,8,1760,Maharashtra,2015, 100
677,678,56,Product 236,65,Wakad road,8,520,Maharashtra,2015, 236
678,679,56,Product 266,224,Wakad road,7,1568,Maharashtra,2015, 266
679,680,57,Product 118,83,Jaipur,7,581,Rajashthan,2015, 118
680,681,57,Product 382,103,Jaipur,8,824,Rajashthan,2015, 382
681,682,57,Product 192,161,Jaipur,5,805,Rajashthan,2015, 192
682,683,57,Product 431,256,Jaipur,8,2048,Rajashthan,2015, 431
683,684,57,Product 276,84,Jaipur,3,252,Rajashthan,2015, 276
684,685,57,Product 217,68,Jaipur,9,612,Rajashthan,2015, 217
685,686,57,Product 389,172,Jaipur,2,344,Rajashthan,2015, 389
686,687,57,Product 409,293,Jaipur,2,586,Rajashthan,2015, 409
687,688,57,Product 227,180,Jaipur,4,720,Rajashthan,2015, 227
688,689,57,Product 272,271,Jaipur,8,2168,Rajashthan,2015, 272
689,690,57,Product 216,242,Jaipur,8,1936,Rajashthan,2015, 216
690,691,57,Product 173,123,Jaipur,8,984,Rajashthan,2015, 173
691,692,57,Product 311,84,Jaipur,5,420,Rajashthan,2015, 311
692,693,58,Product 373,166,Mulund east,7,1162,Maharashtra,2015, 373
693,694,58,Product 296,218,Mulund east,6,1308,Maharashtra,2015, 296
694,695,58,Product 227,180,Mulund east,1,180,Maharashtra,2015, 227
695,696,58,Product 482,120,Mulund east,4,480,Maharashtra,2015, 482
696,697,58,Product 445,214,Mulund east,6,1284,Maharashtra,2015, 445
697,698,58,Product 485,271,Mulund east,6,1626,Maharashtra,2015, 485
698,699,58,Product 260,190,Mulund east,3,570,Maharashtra,2015, 260
699,700,58,Product 118,83,Mulund east,7,581,Maharashtra,2015, 118
700,701,58,Product 36,214,Mulund east,9,1926,Maharashtra,2015, 36
701,702,58,Product 395,179,Mulund east,6,1074,Maharashtra,2015, 395
702,703,59,Product 166,79,Trichy,6,474,Tamil Nadu,2015, 166
703,704,59,Product 6,237,Trichy,5,1185,Tamil Nadu,2015, 6
704,705,59,Product 78,154,Trichy,6,924,Tamil Nadu,2015, 78
705,706,59,Product 45,119,Trichy,2,238,Tamil Nadu,2015, 45
706,707,59,Product 457,181,Trichy,2,362,Tamil Nadu,2015, 457
707,708,59,Product 303,220,Trichy,4,880,Tamil Nadu,2015, 303
708,709,59,Product 93,174,Trichy,4,696,Tamil Nadu,2015, 93
709,710,59,Product 485,271,Trichy,5,1355,Kerela,2015, 485
710,711,60,Product 143,139,Thiruvananthapuram,9,1251,Kerela,2015, 143
711,712,60,Product 372,91,Thiruvananthapuram,7,637,Kerela,2015, 372
712,713,60,Product 23,296,Thiruvananthapuram,3,888,Kerela,2015, 23
713,714,60,Product 402,148,Thiruvananthapuram,8,1184,Kerela,2015, 402
714,715,60,Product 486,105,Thiruvananthapuram,4,420,Kerela,2015, 486
715,716,60,Product 29,185,Thiruvananthapuram,5,925,Kerela,2015, 29
716,717,60,Product 391,234,Thiruvananthapuram,5,1170,Kerela,2015, 391
717,718,60,Product 410,254,Thiruvananthapuram,6,1524,Kerela,2015, 410
718,719,60,Product 400,248,Thiruvananthapuram,5,1240,Kerela,2015, 400
719,720,60,Product 485,271,Thiruvananthapuram,9,2439,Kerela,2015, 485
720,721,60,Product 367,103,Thiruvananthapuram,5,515,Kerela,2015, 367
721,722,61,Product 493,137,Pune 07,3,411,Maharashtra,2015, 493
722,723,61,Product 135,214,Pune 08,3,642,Maharashtra,2015, 135
